,ID,Canomicalsmiles,pChEMBL
377,1418,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC3CCN(C(C)C)CC3)ccc2OC)ncc1Br,0
378,29,COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC2CCC2)n1,1
379,606,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(C(F)(F)F)c2)cs1,0
380,1534,CCOC(=O)N1CCC(NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CC1,0
381,598,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccncc2)cs1,0
382,1392,CNC(=O)c1cc(N2CCC(O)CC2)ccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,0
383,1261,COc1cc(C)c(Nc2ncc3ccn(-c4ccc(C)cn4)c3n2)cc1OC,0
384,1170,OCCOc1ccc(Nc2ccnc(Nc3cccc(OCCn4ccnc4)c3)n2)cc1,0
385,88,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC[C@H](C(N)=O)C3)cc2OC)ncc1Cl,1
386,697,COc1cc2c(-c3ccc(O)c(F)c3)nc3[nH]nc(C)c3c2cc1OC,0
387,496,Clc1cnc2nc1Nc1cccc(c1)OCCc1cccc(c1)N2.O=C(O)C(F)(F)F,0
388,359,CC(C)Oc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCN(C)CC1,1
389,83,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CC(=O)NC(C)C)CC3)cc2OC)ncc1Cl,1
390,441,CC(Oc1cc(-c2ccc(C3(O)COCC3O)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F,1
391,3,CCCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1,1
392,1130,CN1Cc2c(N3CCC(N4CCCCC4)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
393,349,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNC1,1
394,621,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2OC(F)(F)F)cs1,0
395,656,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)c(F)c2)cs1,0
396,908,C=CCNS(=O)(=O)c1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC)CC2)c1,0
397,1489,COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3O)n2)cc1OCCCn1ccnc1,0
398,1118,COc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1,0
399,203,COc1cc(Nc2ncc3ccn(-c4cccc(Cc5nnnn5C)c4)c3n2)cc(OC)c1OC,1
400,824,NS(=O)(=O)c1c(Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2)ccc2c1OCCO2,0
401,1213,COc1ccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc1OCCO,0
402,23,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(=O)CC)CC3)cc2OC)ncc1Cl,1
403,1514,CC(=O)Nc1ncc(-c2nc3[nH]nc(C)c3c3c(F)c(O)cc(F)c23)s1,0
404,1233,Cc1ccc(OCC2CC2)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
405,393,CC(C)n1c2cc(N3CCN(C)CC3)ccc2c(=O)c2c3ccc(C#N)cc3[nH]c21,1
406,1633,CC(C)Oc1nc(C2CCNCC2)ncc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,0
407,45,COc1cc(N2CCCC(C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
408,1328,COCCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc5c4C(=O)N(C)C5)n3)c(OC)c2)C[C@H]1C,0
409,1158,CCc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1NC,0
410,1063,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NCCN)c4)c3n2)cc(OC)c1OC,0
411,1555,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2)co1,0
412,1055,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C(C)C)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1,0
413,1479,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCNCC3)c2)n1,0
414,1414,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1,0
415,1404,CN1Cc2c(OC3CCN(C(=O)OC(C)(C)C)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
416,1650,CNC(=O)c1ccc(-c2cc(OC)c(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N4CCOCC4)n3)cc2C)cc1,0
417,833,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCC4CCCCO4)c3)n2)ccc2c1OCCO2,0
418,708,Cc1n[nH]c2nc(-c3ccc(N)s3)c3c(F)cc(O)c(F)c3c12,0
419,345,COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,1
420,1052,COc1ccc(Nc2nccc(Nc3cccc(OC(F)(F)F)c3S(N)(=O)=O)n2)cc1N(C)C,0
421,374,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,1
422,1355,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)CC(C)C)n1,0
423,220,CNC(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2OC)ncc1Br,1
424,1525,CCOc1cccc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1,0
425,1473,COc1cc(Nc2ncc(Cl)c(Nc3cccc(C)c3S(N)(=O)=O)n2)cc(OC)c1OC,0
426,576,Cc1ccc(Cl)cc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
427,99,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C(=O)N3CCOCC3)ccc2C)ncc1Br,1
428,440,CC(Oc1cc(-c2ccc(C3(O)CCNCC3)nc2)cnc1N)c1c(Cl)cccc1Cl,1
429,1482,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1C(F)(F)F,0
430,618,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2CCN(Cc3ccccc3)CC2)cs1,0
431,704,COc1cc2c(-c3cc(C)c(O)cc3C)nc3[nH]nc(C)c3c2cc1OC,0
432,335,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1C1CCN(C(C)C)CC1,1
433,1390,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C)CC3)c3c2C(=O)N(C)CC3)n1,0
434,464,COC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccccc3)[nH]c3cnccc32)CC1,1
435,191,CCN1Cc2cccc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2C1=O,1
436,530,O=C(COc1ccc(Br)cc1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1,0
437,1510,COc1ccc(Cc2n[nH]c3nc(-c4ccc(O)cc4)c4cc(OC)c(OC)cc4c23)cc1OC,0
438,392,COc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,1
439,489,CN(C)S(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCn3ccnc3)c2)n1,0
440,1661,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C(=O)NCCN3CCOCC3)nc3ccccc23)ncc1Cl,0
441,219,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(C)(=O)=O)n1,1
442,1568,O=C(C/C=C/c1ccccc1)NCc1nc(C(=O)NCCc2ccccc2F)cs1,0
443,1148,COc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1O,0
444,619,CCOc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1OC,0
445,510,CC(C)(C)CC(C)(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
446,418,CC(=O)N[C@H]1CC[C@H](n2/c(=N/C(=O)c3cccc(F)c3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,1
447,1401,COc1ccc(N2CCC(N3CCN(C)CC3)CC2)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)N(C)C)n1,0
448,556,CSc1ccccc1CNC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
449,538,CC(C)C[C@@H](NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)C(N)=O,0
450,383,COc1cc2c(cc1Nc1ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n1)CCC(N1CCN(C)CC1)CC2,1
451,137,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC3CCNCC3)ccc2OC)ncc1Br,1
452,671,C=CCNC1=C2C[C@@H](C)CC(OC)[C@H](O)[C@@H](C)/C=C(\C)C(OC(N)=O)C(OC)C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O,0
453,1300,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NCCO)c4)c3n2)cc(OC)c1OC,0
454,1389,COc1cc(N2CC[C@@H](N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)C3)n1,0
455,914,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc(S(C)(=O)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
456,1117,Oc1ccccc1Nc1ccnc(Nc2cccc(OCCn3cncn3)c2)n1,0
457,1220,COc1cc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc(OC)c1O,0
458,781,O=C(/N=c1\[nH]c2ccc(CN3CCOCC3)cc2n1C1CCC(C(=O)NO)CC1)c1ccc(F)cc1,0
459,1417,COc1cc(N2CC[C@H](N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
460,1306,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)N(C)C)c4)c3n2)cc(OC)c1OC,0
461,1087,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NC5CCCC5)c4)c3n2)cc(OC)c1OC,0
462,653,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(F)c2F)cs1,0
463,1553,C[C@H](CNC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccccc1,0
464,1585,COc1cccc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1,0
465,724,COc1ccc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c3c2c1OCCN1CCOCC1,0
466,188,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
467,472,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)NC3CCCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
468,1094,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)C3)n1,0
469,765,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1N(C)C,0
470,889,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc(OC)c1OC,0
471,616,CCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
472,1011,COCCCNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C,0
473,216,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
474,634,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2c(F)cccc2F)cs1,0
475,953,CCc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1,0
476,141,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N(CCOC)CCOC)cc2OC)ncc1Br,1
477,1280,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NCCNC(C)=O)c4)c3n2)cc(OC)c1OC,0
478,1327,COCCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc5c4C(=O)N(C)C5)n3)c(OC)c2)C[C@@H]1C,0
479,917,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc4cc[nH]c4c3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
480,526,CSc1ccc(NC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1,0
481,772,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)N3CCOCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
482,722,COc1ccc(Cc2n[nH]c3nc(-c4ccc(O)cc4)c4cc(OC)c(OC)cc4c23)cc1,0
483,1439,CNC(=O)c1ccc(Nc2ncc(Cl)c(Nc3cccc4c3S(=O)(=O)CCC4)n2)c(OC)c1,0
484,1548,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2Cl)co1,0
485,798,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)CCC4)n2)cc1OCCN1CCCCC1,0
486,1458,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)NCCN)c4)c3n2)cc(OC)c1OC,0
487,1592,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccc(Br)cc2)co1,0
488,1310,COc1cc(N2CC[C@@H](N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)CC3)n1,0
489,969,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)O)c4)c3n2)cc(OC)c1OC,0
490,1370,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
491,1180,COc1ccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc1OCCn1ccnc1,0
492,665,COc1cc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc(OC)c1,0
493,101,CNC(=O)c1c(C)cccc1Nc1nc(Nc2ccc(OC3CCN(C)CC3)cc2OC)ncc1Cl,1
494,1443,CNC(=O)c1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NCC(C)C)n2)c1,0
495,234,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2C)ncc1Br,1
496,962,COc1cc(Nc2ncc3ccn(-c4ccc(C(C)(C)C)cc4)c3n2)cc(OC)c1OC,0
497,613,O=C(C/C=C/c1ccccc1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1,0
498,862,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(C)c(OC)c2)ncc1Br,0
499,642,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@@H]2CCC[C@H]2OCc2ccccc2)cs1,0
500,144,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)ncc1Cl,1
501,1657,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C(=O)NC3CCNCC3)nc3ccccc23)ncc1Cl,0
502,1349,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)CC3)n1,0
503,947,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCNCC4)c4c3C(=O)N(C)C4)n2)c(OC)c1,0
504,1155,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCC#N)n4)c3n2)cc(OC)c1OC,0
505,1619,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]c(=NC(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)O)CC2)CC1,0
506,156,COc1cc(N2CCC(C(N)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
507,377,COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,1
508,617,CC(C)CCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
509,1032,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCN4CCCCC4)c3)n2)ccc2c1OCCCO2,0
510,727,COc1cc2c(c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c32)c(Cl)c1OC,0
511,769,CC(=O)NC1CCC(n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,0
512,85,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,1
513,1200,COc1cc(Nc2nccc(Nc3ccc([N+](=O)[O-])cc3O)n2)cc(OC)c1OC,0
514,14,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1C1CCN(C2CCOCC2)CC1,1
515,1384,CN1Cc2c(N3CCC(N4CCN(C(=O)OC(C)(C)C)CC4)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
516,856,CNS(=O)(=O)c1cc(Cl)c(C)cc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br,0
517,1164,COc1cc(Nc2ncc(C)c(Nc3cccc(S(N)(=O)=O)c3)n2)cc(OC)c1OC,0
518,600,CSc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
519,709,COc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C(F)(F)F)c3c2cc1OC,0
520,313,CNC(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Cl,1
521,992,COc1cc(Nc2ncc3ccn(-c4ccncc4)c3n2)cc(OC)c1OC,0
522,676,Clc1cnc2nc1Nc1cccc(c1)CSCc1cccc(c1)N2.O=C(O)C(F)(F)F,0
523,584,CC(NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccc(F)cc1,0
524,1110,c1ccc(Nc2nccc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0
525,1186,COc1ccc(Nc2nccc(Nc3cccc(C)c3S(N)(=O)=O)n2)cc1OCCO,0
526,1502,Cn1c2cc(N3CCC(N4CCOCC4)CC3)ccc2c(=O)c2c3ccc(C#N)cc3[nH]c21,0
527,984,Cc1cccc(Nc2ncc3ccn(-c4ccccn4)c3n2)c1,0
528,543,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCC2CCCCC2)cs1,0
529,1211,COc1ccc(Nc2nccc(Nc3ccccc3O)n2)cc1OCCCn1ccnc1,0
530,48,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2ccn3CCCN2CCN(C)CC2)ncc1Cl,1
531,637,C[C@@H]1[C@@H](NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)C[C@H]2C[C@@H]1C2(C)C,0
532,1612,NC(=O)[C@H]1CC[C@H](n2c(=NC(=O)c3cc(F)cc(F)c3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
533,1174,CN1CCCC(Oc2cccc(Nc3nccc(Nc4cccc(O)c4)n3)c2)CC1,0
534,117,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(O)CC3)ccc2OC)ncc1Cl,1
535,663,COc1ccc(OC)c(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1,0
536,545,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(F)c2)co1,0
537,995,COc1cc(Nc2ncc3ccn(-c4nccs4)c3n2)cc(OC)c1OC,0
538,1229,C=Cc1ccccc1-n1ccc2cnc(Nc3cc(OC)c(OC)c(OC)c3)nc21,0
539,1466,COc1cc(Nc2nccc(Nc3cccc(-c4ccccc4)c3S(N)(=O)=O)n2)cc(OC)c1OC,0
540,794,C=CCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CN4CCCCC4)cc3n2C2CCC(C(=O)O)CC2)ccc1F,0
541,1629,COc1cc(-c2ccc(C(N)=O)cc2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)C)n1,0
542,1426,Cc1cccc(Nc2ccnc(Nc3cccc(OCCN4CCN(C5CCCC5)CC4)c3)n2)c1S(N)(=O)=O,0
543,553,CCCCCC(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
544,158,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC(C(N)=O)C3)cc2OC)ncc1Cl,1
545,815,COc1ccc(Nc2ncc(F)c(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1N(C)C,0
546,1226,COc1cc(Nc2ncc3ccn(-c4ccc(C)c(C)c4)c3n2)cc(OC)c1OC,0
547,899,O=C(N=c1[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)NO)CC1)c1ccc(F)cc1,0
548,930,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCC(O)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1,0
549,725,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4ccc(C)cc4)c3c2cc1OC,0
550,1495,Clc1cnc2nc1NCc1cccc(c1)OCCc1cccc(c1)N2,0
551,973,Cc1ccc(-c2cnc3ccccc3n2)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
552,832,COc1ccc(Nc2nccc(Nc3cccc(OCC(F)(F)F)c3S(N)(=O)=O)n2)cc1N(C)C,0
553,762,C=CCOc1cccc(Nc2ccnc(Nc3ccc4cnn(C)c4c3)n2)c1S(N)(=O)=O,0
554,218,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1,1
555,1241,COc1cc(Nc2ncc3c(n2)N(c2ccccn2)C(O)C3O)cc(OC)c1OC,0
556,245,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCNCC3)c3c2C(=O)N(C)C3)n1,1
557,582,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(Cl)cc2Cl)cs1,0
558,452,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3C[C@@H]4C[C@H]3CN4)CC2)CC1,1
559,532,CCSCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
560,590,CC(C)c1ccc(CC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1,0
561,711,COc1cc2c(-c3ccc(O)cc3)cc3[nH]nc(C)c3c2c(F)c1OC,0
562,754,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1F,0
563,1589,CCCC1CCN(C(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CC1,0
564,1449,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)N5CCCC5C(=O)O)c4)c3n2)cc(OC)c1OC,0
